Time (days),Moon X Position (m),Moon Y Position (m),Moonlet X Position (m),Moonlet Y Position (m),L4 X Position (m),L4 Y Position (m)
0,384000000.0,0.0,768000000.0,0.0,196502512.5628141,340352335.5737356
1,383999999.9986376,1022.9035909112177,768000000.0,0.0,196501605.9276736,340352859.0181679
2,383999999.99455035,2045.8071818151773,768000000.0,0.0,196500699.29113874,340353382.4601851
3,383999999.9877383,3068.71077270462,768000000.0,0.0,196499792.65320954,340353905.8997873
4,383999999.9782014,4091.614363572287,768000000.0,0.0,196498886.013886,340354429.3369742
5,383999999.96593976,5114.517954410921,768000000.0,0.0,196497979.37316814,340354952.7717463
6,383999999.9509532,6137.421545213263,768000000.0,0.0,196497072.73105595,340355476.20410293
7,383999999.93324184,7160.325135972053,768000000.0,0.0,196496166.08754942,340355999.63404465
8,383999999.9128057,8183.228726680036,768000000.0,0.0,196495259.44264862,340356523.0615711
9,383999999.88964474,9206.13231732995,768000000.0,0.0,196494352.79635346,340357046.48668265
10,383999999.8637589,10229.03590791454,768000000.0,0.0,196493446.148664,340357569.90937895
11,383999999.8351483,11251.939498426545,768000000.0,0.0,196492539.49958026,340358093.32966
12,383999999.8038128,12274.84308885871,768000000.0,0.0,196491632.84910217,340358616.74752593
13,383999999.7697525,13297.746679203772,768000000.0,0.0,196490726.1972299,340359140.16297674
14,383999999.7329674,14320.65026945447,768000000.0,0.0,196489819.54396322,340359663.5760123
15,383999999.6934575,15343.553859603557,768000000.0,0.0,196488912.88930243,340360186.98663294
16,383999999.65122277,16366.457449643765,768000000.0,0.0,196488006.23324728,340360710.3948383
17,383999999.60626316,17389.361039567837,768000000.0,0.0,196487099.57579792,340361233.8006284
18,383999999.5585788,18412.26462936852,768000000.0,0.0,196486192.91695425,340361757.2040035
19,383999999.5081696,19435.168219038544,768000000.0,0.0,196485286.25671634,340362280.6049634
20,383999999.45503557,20458.07180857067,768000000.0,0.0,196484379.5950843,340362804.00350815
21,383999999.39917666,21480.97539795762,768000000.0,0.0,196483472.93205786,340363327.3996376
22,383999999.340593,22503.87898719214,768000000.0,0.0,196482566.2676373,340363850.7933519
23,383999999.27928454,23526.78257626698,768000000.0,0.0,196481659.6018225,340364374.18465114
24,383999999.2152512,24549.68616517488,768000000.0,0.0,196480752.93461353,340364897.5735351
25,383999999.148493,25572.589753908574,768000000.0,0.0,196479846.26601022,340365420.96000373
26,383999999.07901007,26595.49334246081,768000000.0,0.0,196478939.5960129,340365944.3440573
27,383999999.00680226,27618.39693082432,768000000.0,0.0,196478032.92462122,340366467.7256956
28,383999998.9318697,28641.30051899186,768000000.0,0.0,196477126.2518354,340366991.10491884
29,383999998.8542122,29664.204106956164,768000000.0,0.0,196476219.57765546,340367514.48172677
30,383999998.77383,30687.10769470997,768000000.0,0.0,196475312.9020813,340368037.85611963
31,383999998.6907229,31710.01128224602,768000000.0,0.0,196474406.225113,340368561.228097
32,383999998.604891,32732.914869557066,768000000.0,0.0,196473499.54675052,340369084.5976594
33,383999998.5163343,33755.818456635854,768000000.0,0.0,196472592.86699393,340369607.9648065
34,383999998.4250527,34778.7220434751,768000000.0,0.0,196471686.1858431,340370131.32953835
35,383999998.33104634,35801.62563006755,768000000.0,0.0,196470779.5032982,340370654.69185495
36,383999998.23431516,36824.52921640597,768000000.0,0.0,196469872.81935912,340371178.0517564
37,383999998.13485914,37847.4328024831,768000000.0,0.0,196468966.13402587,340371701.4092426
38,383999998.0326783,38870.33638829164,768000000.0,0.0,196468059.44729862,340372224.76431346
39,383999997.92777264,39893.23997382438,768000000.0,0.0,196467152.75917718,340372748.11696917
40,383999997.82014215,40916.14355907404,768000000.0,0.0,196466246.06966168,340373271.46720964
41,383999997.7097869,41939.04714403335,768000000.0,0.0,196465339.37875205,340373794.8150348
42,383999997.59670675,42961.95072869508,768000000.0,0.0,196464432.6864483,340374318.1604447
43,383999997.48090184,43984.85431305195,768000000.0,0.0,196463525.99275047,340374841.5034394
44,383999997.36237204,45007.75789709671,768000000.0,0.0,196462619.2976586,340375364.84401876
45,383999997.2411174,46030.6614808221,768000000.0,0.0,196461712.6011725,340375888.18218285
46,383999997.117138,47053.56506422086,768000000.0,0.0,196460805.90329245,340376411.51793176
47,383999996.9904338,48076.468647285736,768000000.0,0.0,196459899.2040184,340376934.85126543
48,383999996.8610047,49099.37223000946,768000000.0,0.0,196458992.5033501,340377458.1821837
49,383999996.72885084,50122.27581238479,768000000.0,0.0,196458085.80128798,340377981.5106867
50,383999996.59397215,51145.17939440444,768000000.0,0.0,196457179.09783164,340378504.83677447
51,383999996.4563686,52168.08297606119,768000000.0,0.0,196456272.39298138,340379028.16044694
52,383999996.3160403,53190.98655734775,768000000.0,0.0,196455365.686737,340379551.48170406
53,383999996.1729871,54213.89013825687,768000000.0,0.0,196454458.97909868,340380074.80054593
54,383999996.02720916,55236.79371878131,768000000.0,0.0,196453552.27006626,340380598.11697257
55,383999995.87870634,56259.69729891379,768000000.0,0.0,196452645.55963984,340381121.43098384
56,383999995.7274787,57282.600878647034,768000000.0,0.0,196451738.84781945,340381644.7425797
57,383999995.5735262,58305.504457973824,768000000.0,0.0,196450832.13460496,340382168.0517603
58,383999995.41684896,59328.408036886896,768000000.0,0.0,196449925.41999665,340382691.35852575
59,383999995.2574468,60351.31161537897,768000000.0,0.0,196449018.70399418,340383214.6628757
60,383999995.0953199,61374.2151934428,768000000.0,0.0,196448111.9865979,340383737.96481043
61,383999994.9304682,62397.11877107112,768000000.0,0.0,196447205.26780748,340384261.26432985
62,383999994.7628916,63420.02234825667,768000000.0,0.0,196446298.54762316,340384784.5614338
63,383999994.5925902,64442.92592499222,768000000.0,0.0,196445391.82604486,340385307.85612255
64,383999994.41956395,65465.82950127047,768000000.0,0.0,196444485.10307258,340385831.1483959
65,383999994.243813,66488.73307708418,768000000.0,0.0,196443578.37870646,340386354.43825394
66,383999994.0653371,67511.63665242611,768000000.0,0.0,196442671.65294632,340386877.7256967
67,383999993.8841364,68534.54022728899,768000000.0,0.0,196441764.92579225,340387401.0107238
68,383999993.70021087,69557.44380166553,768000000.0,0.0,196440858.19724423,340387924.29333586
69,383999993.5135606,70580.34737554852,768000000.0,0.0,196439951.4673024,340388447.5735326
70,383999993.32418543,71603.25094893067,768000000.0,0.0,196439044.7359665,340388970.85131377
71,383999993.13208544,72626.15452180474,768000000.0,0.0,196438138.0032368,340389494.12667966
72,383999992.9372606,73649.05809416344,768000000.0,0.0,196437231.2691131,340390017.3996302
73,383999992.73971105,74671.96166599955,768000000.0,0.0,196436324.53359556,340390540.6701654
74,383999992.53943664,75694.86523730581,768000000.0,0.0,196435417.79668415,340391063.9382852
75,383999992.33643734,76717.76880807492,768000000.0,0.0,196434511.05837882,340391587.2039896
76,383999992.1307133,77740.67237829966,768000000.0,0.0,196433604.31867963,340392110.4672786
77,383999991.92226434,78763.57594797277,768000000.0,0.0,196432697.5775865,340392633.7281522
78,383999991.7110906,79786.47951708698,768000000.0,0.0,196431790.83509964,340393156.9866105
79,383999991.4971921,80809.38308563503,768000000.0,0.0,196430884.0912188,340393680.24265337
80,383999991.2805687,81832.28665360966,768000000.0,0.0,196429977.34594423,340394203.4962808
81,383999991.0612205,82855.1902210036,768000000.0,0.0,196429070.5992757,340394726.7474929
82,383999990.8391475,83878.09378780963,768000000.0,0.0,196428163.85121334,340395249.9962896
83,383999990.61434966,84900.99735402048,768000000.0,0.0,196427257.10175723,340395773.24267083
84,383999990.38682705,85923.90091962888,768000000.0,0.0,196426350.35090718,340396296.48663664
85,383999990.15657955,86946.80448462756,768000000.0,0.0,196425443.59866342,340396819.7281871
86,383999989.92360723,87969.70804900928,768000000.0,0.0,196424536.84502575,340397342.9673222
87,383999989.68791014,88992.61161276676,768000000.0,0.0,196423630.08999443,340397866.2040417
88,383999989.44948816,90015.51517589278,768000000.0,0.0,196422723.3335691,340398389.43834573
89,383999989.2083414,91038.41873838006,768000000.0,0.0,196421816.57575014,340398912.6702346
90,383999988.9644698,92061.32230022133,768000000.0,0.0,196420909.8165373,340399435.89970785
91,383999988.7178734,93084.22586140934,768000000.0,0.0,196420003.05593067,340399959.1267658
92,383999988.4685522,94107.12942193686,768000000.0,0.0,196419096.29393032,340400482.3514082
93,383999988.2165061,95130.03298179657,768000000.0,0.0,196418189.53053617,340401005.57363516
94,383999987.9617352,96152.93654098129,768000000.0,0.0,196417282.7657483,340401528.7934466
95,383999987.7042395,97175.84009948368,768000000.0,0.0,196416375.99956658,340402052.0108426
96,383999987.444019,98198.74365729655,768000000.0,0.0,196415469.23199126,340402575.2258233
97,383999987.18107367,99221.64721441259,768000000.0,0.0,196414562.46302208,340403098.43838847
98,383999986.9154035,100244.55077082459,768000000.0,0.0,196413655.69265923,340403621.6485381
99,383999986.6470085,101267.45432652524,768000000.0,0.0,196412748.92090258,340404144.8562724
100,383999986.37588865,102290.3578815073,768000000.0,0.0,196411842.1477522,340404668.06159115
101,383999986.10204405,103313.26143576353,768000000.0,0.0,196410935.3732082,340405191.2644944
102,383999985.8254746,104336.16498928667,768000000.0,0.0,196410028.59727043,340405714.4649823
103,383999985.5461803,105359.06854206944,768000000.0,0.0,196409121.81993896,340406237.6630545
104,383999985.2641612,106381.97209410463,768000000.0,0.0,196408215.0412138,340406760.8587115
105,383999984.97941726,107404.87564538488,768000000.0,0.0,196407308.26109496,340407284.05195266
106,383999984.69194853,108427.77919590304,768000000.0,0.0,196406401.47958237,340407807.2427786
107,383999984.401755,109450.68274565178,768000000.0,0.0,196405494.69667622,340408330.43118894
108,383999984.10883653,110473.58629462392,768000000.0,0.0,196404587.91237628,340408853.61718374
109,383999983.8131934,111496.4898428121,768000000.0,0.0,196403681.12668267,340409376.8007632
110,383999983.5148253,112519.39339020917,768000000.0,0.0,196402774.33959547,340409899.9819269
111,383999983.2137324,113542.29693680776,768000000.0,0.0,196401867.55111456,340410423.1606753
112,383999982.9099148,114565.20048260066,768000000.0,0.0,196400960.76124012,340410946.3370081
113,383999982.6033723,115588.10402758064,768000000.0,0.0,196400053.96997193,340411469.5109254
114,383999982.294105,116611.00757174043,768000000.0,0.0,196399147.1773102,340411992.6824272
