Time (days),Moon X Position (m),Moon Y Position (m),Moonlet X Position (m),Moonlet Y Position (m),L5 X Position (m),L5 Y Position (m)
0,384000000.0,0.0,768000000.0,1022.9035909124276,6816160804.0258045,0.0
1,383999999.9986376,1022.9035909112177,768000000.0,2045.807181824855,6816160804.018738,18156.96709032239
2,383999999.99455035,2045.8071818151773,768000000.0,3068.7107727372827,6816160803.974713,36313.934180667915
3,383999999.9877383,3068.71077270462,768000000.0,4091.6143636497095,6816160803.893734,54470.90127099892
4,383999999.9782014,4091.614363572287,768000000.0,5114.517954562136,6816160803.775797,72627.86836127777
5,383999999.96593976,5114.517954410921,768000000.0,6137.421545474564,6816160803.620905,90784.83545146679
6,383999999.9509532,6137.421545213263,768000000.0,7160.325136386992,6816160803.429056,108941.80254152833
7,383999999.93324184,7160.325135972053,768000000.0,8183.22872729942,6816160803.200251,127098.76963142476
8,383999999.9128057,8183.228726680036,768000000.0,9206.132318211847,6816160802.934489,145255.73672111836
9,383999999.88964474,9206.13231732995,768000000.0,10229.035909124274,6816160802.631771,163412.70381057155
10,383999999.8637589,10229.03590791454,768000000.0,11251.939500036702,6816160802.292097,181569.67089974665
11,383999999.8351483,11251.939498426545,768000000.0,12274.84309094913,6816160801.915468,199726.637988606
12,383999999.8038128,12274.84308885871,768000000.0,13297.746681861558,6816160801.501881,217883.60507711192
13,383999999.7697525,13297.746679203772,768000000.0,14320.650272773984,6816160801.051337,236040.57216522677
14,383999999.7329674,14320.65026945447,768000000.0,15343.553863686415,6816160800.563838,254197.53925291295
15,383999999.6934575,15343.553859603557,768000000.0,16366.457454598842,6816160800.039384,272354.5063401328
16,383999999.65122277,16366.457449643765,768000000.0,17389.361045511272,6816160799.477972,290511.4734268486
17,383999999.60626316,17389.361039567837,768000000.0,18412.264636423704,6816160798.879604,308668.44051302277
18,383999999.5585788,18412.26462936852,768000000.0,19435.168227336137,6816160798.244281,326825.40759861754
19,383999999.5081696,19435.168219038544,768000000.0,20458.071818248565,6816160797.5720005,344982.37468359544
20,383999999.45503557,20458.07180857067,768000000.0,21480.975409160998,6816160796.862763,363139.34176791855
21,383999999.39917666,21480.97539795762,768000000.0,22503.879000073426,6816160796.1165695,381296.3088515494
22,383999999.340593,22503.87898719214,768000000.0,23526.782590985855,6816160795.333422,399453.27593445044
23,383999999.27928454,23526.78257626698,768000000.0,24549.68618189828,6816160794.513316,417610.2430165838
24,383999999.2152512,24549.68616517488,768000000.0,25572.589772810705,6816160793.656254,435767.21009791194
25,383999999.148493,25572.589753908574,768000000.0,26595.493363723137,6816160792.762236,453924.17717839713
26,383999999.07901007,26595.49334246081,768000000.0,27618.39695463557,6816160791.831263,472081.1442580018
27,383999999.00680226,27618.39693082432,768000000.0,28641.300545547994,6816160790.863333,490238.1113366882
28,383999998.9318697,28641.30051899186,768000000.0,29664.204136460423,6816160789.858445,508395.07841441873
29,383999998.8542122,29664.204106956164,768000000.0,30687.107727372848,6816160788.816603,526552.0454911558
30,383999998.77383,30687.10769470997,768000000.0,31710.011318285277,6816160787.737803,544709.0125668617
31,383999998.6907229,31710.01128224602,768000000.0,32732.91490919771,6816160786.622047,562865.9796414988
32,383999998.604891,32732.914869557066,768000000.0,33755.81850011013,6816160785.4693365,581022.9467150293
33,383999998.5163343,33755.818456635854,768000000.0,34778.72209102256,6816160784.279669,599179.9137874158
34,383999998.4250527,34778.7220434751,768000000.0,35801.62568193499,6816160783.053044,617336.8808586206
35,383999998.33104634,35801.62563006755,768000000.0,36824.529272847416,6816160781.789464,635493.8479286057
36,383999998.23431516,36824.52921640597,768000000.0,37847.43286375985,6816160780.488927,653650.8149973339
37,383999998.13485914,37847.4328024831,768000000.0,38870.33645467229,6816160779.151434,671807.7820647673
38,383999998.0326783,38870.33638829164,768000000.0,39893.240045584724,6816160777.776985,689964.7491308681
39,383999997.92777264,39893.23997382438,768000000.0,40916.143636497145,6816160776.365579,708121.7161955992
40,383999997.82014215,40916.14355907404,768000000.0,41939.047227409574,6816160774.917217,726278.6832589225
41,383999997.7097869,41939.04714403335,768000000.0,42961.95081832201,6816160773.431901,744435.6503208005
42,383999997.59670675,42961.95072869508,768000000.0,43984.854409234445,6816160771.909626,762592.6173811953
43,383999997.48090184,43984.85431305195,768000000.0,45007.75800014688,6816160770.350396,780749.5844400695
44,383999997.36237204,45007.75789709671,768000000.0,46030.661591059295,6816160768.754209,798906.5514973854
45,383999997.2411174,46030.6614808221,768000000.0,47053.56518197172,6816160767.121066,817063.5185531053
46,383999997.117138,47053.56506422086,768000000.0,48076.468772884145,6816160765.450965,835220.4856071915
47,383999996.9904338,48076.468647285736,768000000.0,49099.372363796574,6816160763.743911,853377.4526596066
48,383999996.8610047,49099.37223000946,768000000.0,50122.275954708995,6816160761.999898,871534.4197103125
49,383999996.72885084,50122.27581238479,768000000.0,51145.17954562143,6816160760.218931,889691.3867592722
50,383999996.59397215,51145.17939440444,768000000.0,52168.08313653386,6816160758.401007,907848.3538064472
51,383999996.4563686,52168.08297606119,768000000.0,53190.986727446296,6816160756.546126,926005.3208518007
52,383999996.3160403,53190.98655734775,768000000.0,54213.89031835873,6816160754.654288,944162.2878952943
53,383999996.1729871,54213.89013825687,768000000.0,55236.79390927116,6816160752.725495,962319.2549368908
54,383999996.02720916,55236.79371878131,768000000.0,56259.697500183596,6816160750.759747,980476.2219765525
55,383999995.87870634,56259.69729891379,768000000.0,57282.601091096025,6816160748.757041,998633.1890142417
56,383999995.7274787,57282.600878647034,768000000.0,58305.50468200845,6816160746.71738,1016790.1560499208
57,383999995.5735262,58305.504457973824,768000000.0,59328.40827292088,6816160744.640762,1034947.1230835521
58,383999995.41684896,59328.408036886896,768000000.0,60351.31186383331,6816160742.527187,1053104.090115098
59,383999995.2574468,60351.31161537897,768000000.0,61374.21545474575,6816160740.376657,1071261.0571445206
60,383999995.0953199,61374.2151934428,768000000.0,62397.119045658175,6816160738.189169,1089418.0241717822
61,383999994.9304682,62397.11877107112,768000000.0,63420.022636570604,6816160735.964727,1107574.9911968457
62,383999994.7628916,63420.02234825667,768000000.0,64442.926227483025,6816160733.703327,1125731.9582196728
63,383999994.5925902,64442.92592499222,768000000.0,65465.829818395454,6816160731.404971,1143888.9252402263
64,383999994.41956395,65465.82950127047,768000000.0,66488.73340930788,6816160729.069659,1162045.8922584685
