Time (days),Moon X Position (m),Moon Y Position (m),Moonlet X Position (m),Moonlet Y Position (m),L5 X Position (m),L5 Y Position (m)
0,384000000.0,0.0,768000000.0,1022.9035909124276,384000000.6432161,0.0
1,383999999.9986376,1022.9035909112177,768000000.0,2045.807181824855,384000000.64185375,1022.9035926246243
2,383999999.99455035,2045.8071818151773,768000000.0,3068.7107727372827,384000000.63776636,2045.8071852419896
3,383999999.9877383,3068.71077270462,768000000.0,4091.6143636497095,384000000.6309544,3068.7107778448385
4,383999999.9782014,4091.614363572287,768000000.0,5114.517954562136,384000000.6214174,4091.614370425912
5,383999999.96593976,5114.517954410921,768000000.0,6137.421545474564,384000000.6091559,5114.517962977953
6,383999999.9509532,6137.421545213263,768000000.0,7160.325136386992,384000000.5941692,6137.4215554937
7,383999999.93324184,7160.325135972053,768000000.0,8183.22872729942,384000000.5764579,7160.325147965898
8,383999999.9128057,8183.228726680036,768000000.0,9206.132318211847,384000000.55602175,8183.228740387288
9,383999999.88964474,9206.13231732995,768000000.0,10229.035909124274,384000000.5328609,9206.13233275061
10,383999999.8637589,10229.03590791454,768000000.0,11251.939500036702,384000000.50697505,10229.035925048607
11,383999999.8351483,11251.939498426545,768000000.0,12274.84309094913,384000000.4783644,11251.939517274019
12,383999999.8038128,12274.84308885871,768000000.0,13297.746681861558,384000000.4470289,12274.843109419586
13,383999999.7697525,13297.746679203772,768000000.0,14320.650272773984,384000000.4129686,13297.746701478054
14,383999999.7329674,14320.65026945447,768000000.0,15343.553863686415,384000000.3761834,14320.650293442159
15,383999999.6934575,15343.553859603557,768000000.0,16366.457454598842,384000000.33667356,15343.553885304655
16,383999999.65122277,16366.457449643765,768000000.0,17389.361045511272,384000000.29443884,16366.45747705827
17,383999999.60626316,17389.361039567837,768000000.0,18412.264636423704,384000000.24947923,17389.361068695747
18,383999999.5585788,18412.26462936852,768000000.0,19435.168227336137,384000000.20179486,18412.264660209836
19,383999999.5081696,19435.168219038544,768000000.0,20458.071818248565,384000000.15138566,19435.16825159327
20,383999999.45503557,20458.07180857067,768000000.0,21480.975409160998,384000000.0982517,20458.071842838803
21,383999999.39917666,21480.97539795762,768000000.0,22503.879000073426,384000000.04239273,21480.975433939155
22,383999999.340593,22503.87898719214,768000000.0,23526.782590985855,383999999.98380905,22503.879024887086
23,383999999.27928454,23526.78257626698,768000000.0,24549.68618189828,383999999.92250067,23526.782615675336
24,383999999.2152512,24549.68616517488,768000000.0,25572.589772810705,383999999.85846734,24549.686206296636
